shipping_id,order_id,shipping_date,return_date,shipping_prov,delivery_status
6220,894,24/08/20,,dhl,Delivered
6221,11319,27/04/20,,ups,Delivered
6222,15634,5/7/2022,,dhl,Delivered
6223,11413,5/6/2020,,ups,Delivered
6224,527,16/09/20,,dhl,Delivered
6225,14841,13/07/20,,fedex,Delivered
6226,573,7/10/2021,,fedex,Delivered
6227,7950,26/12/20,,bluedart,Delivered
6228,7033,29/07/22,,ups,Delivered
6229,5271,18/03/22,,bluedart,Delivered
6230,13739,19/04/23,,dhl,Delivered
6231,10287,7/12/2021,,dhl,Delivered
6232,19328,14/05/21,,ups,Delivered
6233,5855,17/06/20,,ups,Delivered
6234,18036,27/04/22,,bluedart,Delivered
6235,19996,12/5/2020,,fedex,Delivered
6236,10541,25/01/24,,ups,Delivered
6237,584,3/12/2022,,bluedart,Delivered
6238,16562,13/11/22,,bluedart,Delivered
6239,3330,2/12/2022,,fedex,Delivered
6240,20742,6/2/2022,,bluedart,Delivered
6241,14981,7/8/2022,,dhl,Delivered
6242,5071,29/01/22,,ups,Delivered
6243,21165,18/05/20,,ups,Delivered
6244,15451,11/2/2023,,bluedart,Delivered
6245,8094,11/8/2022,,dhl,Delivered
6246,13404,9/4/2022,,dhl,Delivered
6247,1374,14/01/21,,dhl,Delivered
6248,19947,16/09/22,,dhl,Delivered
6249,16761,1/1/2021,,fedex,Delivered
6250,1199,5/1/2023,,bluedart,Delivered
6251,17509,14/01/22,,dhl,Delivered
6252,9114,13/03/20,,ups,Delivered
6253,7221,5/4/2021,,bluedart,Delivered
6254,3657,1/11/2022,,dhl,Delivered
6255,3165,10/2/2023,,fedex,Delivered
6256,18223,1/6/2023,,bluedart,Delivered
6257,6078,14/01/21,,dhl,Delivered
6258,1550,24/07/20,,ups,Delivered
6259,20987,14/10/22,,dhl,Delivered
6260,12610,1/5/2021,,fedex,Delivered
6261,12622,9/4/2023,,bluedart,Delivered
6262,17095,28/06/21,,dhl,Delivered
6263,4616,30/01/22,,ups,Delivered
6264,19086,4/8/2021,,ups,Delivered
6265,9273,29/09/22,,bluedart,Delivered
6266,11869,11/3/2020,,fedex,Delivered
6267,1804,4/10/2022,,dhl,Delivered
6268,2481,29/11/20,,fedex,Delivered
6269,18234,26/07/22,,dhl,Delivered
6270,5671,12/3/2023,,bluedart,Delivered
6271,5647,6/2/2023,,ups,Delivered
6272,3660,18/09/23,,bluedart,Delivered
6273,13428,23/01/23,,bluedart,Delivered
6274,10894,27/06/22,,dhl,Delivered
6275,9931,29/08/20,,ups,Delivered
6276,8493,16/08/23,,bluedart,Delivered
6277,5335,10/8/2021,,dhl,Delivered
6278,14401,23/11/23,,fedex,Delivered
6279,11155,14/10/23,,bluedart,Delivered
6280,12272,24/05/22,,ups,Delivered
6281,13622,16/08/23,,ups,Delivered
6282,7993,29/10/22,,dhl,Delivered
6283,1546,16/07/23,,dhl,Delivered
6284,12872,21/07/23,,fedex,Delivered
6285,18873,1/1/2024,,dhl,Delivered
6286,5564,18/05/21,,fedex,Delivered
6287,12480,6/3/2022,,dhl,Delivered
6288,14682,2/7/2023,,dhl,Delivered
6289,11393,23/09/22,,ups,Delivered
6290,12723,14/07/23,,ups,Delivered
6291,21220,25/03/20,,dhl,Delivered
6292,15616,8/2/2021,,fedex,Delivered
6293,14705,5/7/2020,,fedex,Delivered
6294,9627,28/10/21,,dhl,Delivered
6295,7866,13/04/23,,bluedart,Delivered
6296,17206,24/04/22,,bluedart,Delivered
6297,10560,19/10/21,,bluedart,Delivered
6298,21154,13/07/23,,fedex,Delivered
6299,7391,15/02/20,,ups,Delivered
6300,17755,8/5/2021,,ups,Delivered
6301,20418,7/2/2022,,dhl,Delivered
6302,15787,11/10/2021,,ups,Delivered
6303,13136,26/11/23,,dhl,Delivered
6304,7938,6/11/2022,,fedex,Delivered
6305,20259,26/06/22,,fedex,Delivered
6306,17891,30/09/20,,bluedart,Delivered
6307,9274,29/09/20,,ups,Delivered
6308,7168,30/05/21,,bluedart,Delivered
6309,19503,22/07/20,,ups,Delivered
6310,5290,18/09/20,,bluedart,Delivered
6311,4085,2/4/2020,,dhl,Delivered
6312,342,27/01/23,,bluedart,Delivered
6313,13129,21/03/21,,ups,Delivered
6314,6699,4/5/2022,,fedex,Delivered
6315,6788,7/11/2021,,fedex,Delivered
6316,2856,11/5/2022,,bluedart,Delivered
6317,20154,21/01/20,,dhl,Delivered
6318,2778,15/01/24,,bluedart,Delivered
6319,2726,1/9/2021,,ups,Delivered
6320,19053,11/8/2021,,dhl,Delivered
6321,5039,25/09/20,,dhl,Delivered
6322,4741,20/01/20,,dhl,Delivered
6323,9426,19/06/20,,dhl,Delivered
6324,20474,29/04/22,,dhl,Delivered
6325,10802,21/10/21,,dhl,Delivered
6326,12388,21/02/20,,dhl,Delivered
6327,18915,9/9/2020,,bluedart,Delivered
6328,17162,19/10/20,,fedex,Delivered
6329,7634,11/11/2021,,fedex,Delivered
6330,19380,28/10/20,,dhl,Delivered
6331,6134,5/11/2020,,ups,Delivered
6332,17811,20/07/21,,ups,Delivered
6333,14452,13/03/23,,fedex,Delivered
6334,6405,4/7/2022,,ups,Delivered
6335,3242,21/10/22,,dhl,Delivered
6336,21447,21/04/20,,ups,Delivered
6337,10581,31/12/23,,dhl,Delivered
6338,10970,17/03/23,,bluedart,Delivered
6339,1406,21/06/21,,dhl,Delivered
6340,17146,23/06/23,,fedex,Delivered
6341,15404,24/07/22,,fedex,Delivered
6342,12755,21/09/23,,fedex,Delivered
6343,4930,4/7/2023,,bluedart,Delivered
6344,9166,30/05/22,,bluedart,Delivered
6345,20079,26/02/20,,dhl,Delivered
6346,18123,10/10/2023,,bluedart,Delivered
6347,5418,6/11/2023,,fedex,Delivered
6348,8893,6/11/2020,,fedex,Delivered
6349,14980,27/06/21,,ups,Delivered
6350,11543,25/02/20,,bluedart,Delivered
6351,12146,21/08/23,,ups,Delivered
6352,10048,4/12/2021,,dhl,Delivered
6353,20377,10/4/2022,,bluedart,Delivered
6354,9739,28/03/20,,bluedart,Delivered
6355,16204,26/05/22,,ups,Delivered
6356,18574,26/09/22,,ups,Delivered
6357,7867,3/11/2020,,bluedart,Delivered
6358,16057,4/5/2022,,ups,Delivered
6359,18715,13/06/23,,fedex,Delivered
6360,8385,20/01/20,,ups,Delivered
6361,16163,23/12/20,,fedex,Delivered
6362,15854,14/06/21,,bluedart,Delivered
6363,16212,25/03/20,,bluedart,Delivered
6364,8713,23/10/23,,ups,Delivered
6365,5510,16/06/21,,dhl,Delivered
6366,16572,13/09/22,,bluedart,Delivered
6367,20131,22/05/22,,bluedart,Delivered
6368,16112,14/01/22,,bluedart,Delivered
6369,13835,24/07/20,,ups,Delivered
6370,12672,4/12/2023,,fedex,Delivered
6371,7073,31/01/21,,dhl,Delivered
6372,9465,7/3/2021,,fedex,Delivered
6373,13573,4/12/2023,,dhl,Delivered
6374,12591,7/3/2022,,bluedart,Delivered
6375,10035,8/8/2020,,fedex,Delivered
6376,16387,12/3/2020,,ups,Delivered
6377,6310,21/09/20,,ups,Delivered
6378,3572,17/07/21,,bluedart,Delivered
6379,19142,3/2/2024,,ups,Delivered
6380,10093,31/10/22,,ups,Delivered
6381,14526,9/12/2022,,ups,Delivered
6382,14699,15/01/23,,dhl,Delivered
6383,2047,4/12/2020,,fedex,Delivered
6384,13491,14/12/21,,bluedart,Delivered
6385,8914,9/8/2023,,fedex,Delivered
6386,12049,5/3/2020,,dhl,Delivered
6387,822,12/2/2021,,fedex,Delivered
6388,15786,23/05/22,,dhl,Delivered
6389,15908,28/08/21,,ups,Delivered
6390,13360,14/12/20,,bluedart,Delivered
6391,6752,7/6/2020,,dhl,Delivered
6392,15079,9/6/2020,,bluedart,Delivered
6393,18942,7/8/2022,,dhl,Delivered
6394,17182,8/5/2023,,ups,Delivered
6395,18229,23/08/22,,dhl,Delivered
6396,8369,20/07/22,,bluedart,Delivered
6397,9100,23/11/23,,bluedart,Delivered
6398,6665,19/10/20,,fedex,Delivered
6399,11843,10/9/2020,,bluedart,Delivered
6400,15998,27/07/23,,bluedart,Delivered
6401,20276,29/05/23,,dhl,Delivered
6402,13801,19/05/22,,fedex,Delivered
6403,85,23/02/20,,ups,Delivered
6404,1202,23/09/20,,dhl,Delivered
6405,7976,7/5/2023,,ups,Delivered
6406,5635,12/2/2020,,bluedart,Delivered
6407,8300,4/1/2024,,dhl,Delivered
6408,15801,18/09/21,,dhl,Delivered
6409,20292,25/03/23,,fedex,Delivered
6410,19278,25/10/23,,fedex,Delivered
6411,16423,11/8/2022,,dhl,Delivered
6412,3513,9/9/2022,,ups,Delivered
6413,13303,6/7/2022,,ups,Delivered
6414,8467,9/4/2020,,ups,Delivered
6415,20196,14/07/20,,bluedart,Delivered
6416,19457,17/04/20,,fedex,Delivered
6417,16271,21/09/21,,bluedart,Delivered
6418,1967,25/02/21,,ups,Delivered
6419,2414,22/04/23,,bluedart,Delivered
6420,10011,15/02/22,,dhl,Delivered
6421,7951,1/12/2023,,bluedart,Delivered
6422,10705,18/08/23,,dhl,Delivered
6423,2032,17/05/20,,bluedart,Delivered
6424,3159,24/11/20,,fedex,Delivered
6425,12863,4/8/2023,,ups,Delivered
6426,12233,6/2/2021,,fedex,Delivered
6427,13928,18/02/22,,dhl,Delivered
6428,20007,30/03/20,,ups,Delivered
6429,20344,14/09/20,,fedex,Delivered
6430,12150,8/4/2021,,ups,Delivered
6431,20747,13/10/21,,dhl,Delivered
6432,14238,5/1/2023,,dhl,Delivered
6433,10623,11/4/2020,,fedex,Delivered
6434,16369,6/9/2021,,dhl,Delivered
6435,209,15/09/20,,ups,Delivered
6436,21234,10/10/2020,,bluedart,Delivered
6437,4842,6/8/2022,,ups,Delivered
6438,16714,29/03/22,,ups,Delivered
6439,4562,16/03/22,,ups,Delivered
6440,8920,17/09/23,,dhl,Delivered
6441,7936,27/03/22,,fedex,Delivered
6442,11732,31/08/22,,bluedart,Delivered
6443,15928,5/2/2024,,ups,Delivered
6444,15443,14/09/21,,fedex,Delivered
6445,28,4/1/2020,,dhl,Delivered
6446,14653,12/5/2021,,dhl,Delivered
6447,21498,19/12/22,,bluedart,Delivered
6448,10397,12/9/2021,,dhl,Delivered
6449,11021,25/11/21,,fedex,Delivered
6450,12900,25/08/22,,fedex,Delivered
6451,19445,30/04/23,,ups,Delivered
6452,8374,23/07/21,,ups,Delivered
6453,21312,25/09/21,,fedex,Delivered
6454,12546,21/11/21,,ups,Delivered
6455,14518,2/1/2023,,dhl,Delivered
6456,7660,20/06/20,,dhl,Delivered
6457,19015,2/2/2022,,ups,Delivered
6458,16289,28/06/20,,bluedart,Delivered
6459,14946,27/06/22,,ups,Delivered
6460,1243,5/7/2023,,dhl,Delivered
6461,16796,7/7/2020,,fedex,Delivered
6462,21020,17/08/20,,bluedart,Delivered
6463,5212,6/12/2020,,fedex,Delivered
6464,16950,5/4/2023,,bluedart,Delivered
6465,3237,30/07/22,,bluedart,Delivered
6466,5120,11/10/2023,,ups,Delivered
6467,9495,18/09/21,,bluedart,Delivered
6468,6159,5/4/2023,,fedex,Delivered
6469,17539,31/01/23,,ups,Delivered
6470,15568,5/10/2023,,dhl,Delivered
6471,639,4/2/2022,,ups,Delivered
6472,13753,15/06/20,,dhl,Delivered
6473,3152,19/05/22,,dhl,Delivered
6474,19751,20/10/20,,ups,Delivered
6475,11473,2/12/2022,,bluedart,Delivered
6476,10836,4/9/2023,,dhl,Delivered
6477,5605,7/3/2022,,dhl,Delivered
6478,6175,8/8/2023,,dhl,Delivered
6479,12493,28/03/21,,ups,Delivered
6480,6987,23/10/22,,ups,Delivered
6481,5356,18/04/22,,dhl,Delivered
6482,9770,13/10/20,,bluedart,Delivered
6483,17553,29/10/21,,dhl,Delivered
6484,266,8/2/2024,,fedex,Delivered
6485,16114,6/6/2022,,ups,Delivered
6486,8841,30/08/20,,ups,Delivered
6487,12440,13/08/21,,dhl,Delivered
6488,13619,23/04/21,,fedex,Delivered
6489,16124,22/09/22,,ups,Delivered
6490,9792,10/5/2023,,dhl,Delivered
6491,7427,4/2/2024,,bluedart,Delivered
6492,5297,4/7/2022,,bluedart,Delivered
6493,7062,7/10/2023,,fedex,Delivered
6494,15136,13/10/21,,ups,Delivered
6495,13035,19/08/23,,dhl,Delivered
6496,12569,2/10/2020,,ups,Delivered
6497,1998,11/3/2022,,bluedart,Delivered
6498,17077,13/06/20,,bluedart,Delivered
6499,11298,17/02/21,,fedex,Delivered
6500,5613,15/11/22,,fedex,Delivered
6501,12951,15/10/23,,bluedart,Delivered
6502,6285,4/7/2023,,bluedart,Delivered
6503,11948,7/5/2020,,dhl,Delivered
6504,16157,10/8/2021,,dhl,Delivered
6505,10956,9/7/2020,,dhl,Delivered
6506,13782,15/12/20,,ups,Delivered
6507,19316,7/1/2022,,bluedart,Delivered
6508,20284,6/2/2020,,bluedart,Delivered
6509,1757,5/12/2022,,fedex,Delivered
6510,13119,22/11/20,,fedex,Delivered
6511,17746,10/2/2021,,dhl,Delivered
6512,8543,9/5/2021,,ups,Delivered
6513,16784,27/02/22,,fedex,Delivered
6514,12824,16/04/20,,ups,Delivered
6515,6525,2/6/2022,,bluedart,Delivered
6516,15990,20/01/20,,ups,Delivered
6517,3910,14/08/20,,bluedart,Delivered
6518,18602,27/02/20,,fedex,Delivered
6519,5174,16/04/21,,bluedart,Delivered
6520,1590,18/11/22,,ups,Delivered
6521,18553,7/8/2023,,dhl,Delivered
6522,6943,5/1/2024,,bluedart,Delivered
6523,5250,14/07/22,,bluedart,Delivered
6524,1059,30/01/20,,fedex,Delivered
6525,8005,20/02/23,,dhl,Delivered
6526,10735,20/09/23,,bluedart,Delivered
6527,4545,30/08/23,,dhl,Delivered
6528,4911,6/4/2023,,ups,Delivered
6529,20564,2/9/2021,,ups,Delivered
6530,11628,8/4/2020,,bluedart,Delivered
6531,10435,10/5/2023,,fedex,Delivered
6532,19609,15/08/21,,ups,Delivered
6533,1472,17/05/20,,bluedart,Delivered
6534,14100,24/08/22,,bluedart,Delivered
6535,18949,10/6/2021,,bluedart,Delivered
6536,7183,17/08/21,,dhl,Delivered
6537,3868,25/05/23,,dhl,Delivered
6538,14324,31/10/22,,ups,Delivered
6539,20167,19/01/24,,fedex,Delivered
6540,14884,30/08/21,,fedex,Delivered
6541,3941,14/10/22,,ups,Delivered
6542,19896,11/6/2022,,bluedart,Delivered
6543,6814,7/3/2020,,fedex,Delivered
6544,5476,12/6/2023,,bluedart,Delivered
6545,15842,28/04/23,,dhl,Delivered
6546,1589,28/05/23,,fedex,Delivered
6547,20713,24/01/20,,fedex,Delivered
6548,15483,22/12/23,,ups,Delivered
6549,17325,1/12/2022,,bluedart,Delivered
6550,11653,1/10/2023,,dhl,Delivered
6551,20161,19/07/23,,ups,Delivered
6552,8870,18/08/22,,dhl,Delivered
6553,5388,22/10/23,,fedex,Delivered
6554,12215,5/3/2021,,bluedart,Delivered
6555,2745,19/11/21,,bluedart,Delivered
6556,16878,9/6/2022,,bluedart,Delivered
6557,6903,9/10/2023,,ups,Delivered
6558,641,23/11/23,,bluedart,Delivered
6559,7165,29/05/23,,bluedart,Delivered
6560,16647,15/01/23,,bluedart,Delivered
6561,15103,2/2/2022,,bluedart,Delivered
6562,13564,9/9/2021,,ups,Delivered
6563,233,29/04/22,,dhl,Delivered
6564,19922,29/06/20,,dhl,Delivered
6565,9824,7/5/2022,,dhl,Delivered
6566,20222,1/3/2023,,bluedart,Delivered
6567,16368,14/09/23,,fedex,Delivered
6568,15145,4/9/2020,,fedex,Delivered
6569,11894,7/7/2021,,dhl,Delivered
6570,4100,18/12/22,,dhl,Delivered
6571,6595,1/4/2023,,ups,Delivered
6572,15644,18/07/23,,fedex,Delivered
6573,9478,10/2/2022,,ups,Delivered
6574,4419,25/10/23,,bluedart,Delivered
6575,18101,14/12/22,,ups,Delivered
6576,10736,12/6/2021,,ups,Delivered
6577,161,3/2/2024,,ups,Delivered
6578,8882,12/10/2022,,bluedart,Delivered
6579,11731,27/12/20,,dhl,Delivered
6580,13389,12/7/2023,,ups,Delivered
6581,4490,19/07/22,,bluedart,Delivered
6582,19623,26/12/22,,bluedart,Delivered
6583,17768,30/12/23,,ups,Delivered
6584,3431,3/10/2023,,dhl,Delivered
6585,20879,10/9/2020,,bluedart,Delivered
6586,21466,3/4/2023,,ups,Delivered
6587,9611,21/03/22,,bluedart,Delivered
6588,2865,27/12/21,,dhl,Delivered
6589,7383,9/9/2022,,bluedart,Delivered
6590,7042,21/03/20,,bluedart,Delivered
6591,9378,26/03/23,,dhl,Delivered
6592,6202,6/2/2020,,bluedart,Delivered
6593,17604,8/3/2022,,bluedart,Delivered
6594,19998,14/04/22,,fedex,Delivered
6595,5499,12/6/2023,,fedex,Delivered
6596,3630,13/12/23,,ups,Delivered
6597,6327,12/5/2023,,bluedart,Delivered
6598,3332,22/08/22,,ups,Delivered
6599,833,11/5/2020,,fedex,Delivered
6600,4169,1/11/2023,,fedex,Delivered
6601,1179,21/08/23,,bluedart,Delivered
6602,8456,12/7/2023,,fedex,Delivered
6603,16290,22/03/23,,fedex,Delivered
6604,15867,5/7/2020,,dhl,Delivered
6605,9505,3/11/2022,,fedex,Delivered
6606,37,28/10/22,,dhl,Delivered
6607,20505,29/03/21,,bluedart,Delivered
6608,10058,31/10/23,,fedex,Delivered
6609,4626,13/07/21,,bluedart,Delivered
6610,21333,29/11/21,,bluedart,Delivered
6611,17516,26/03/21,,bluedart,Delivered
6612,996,16/04/21,,fedex,Delivered
6613,12087,30/09/20,,ups,Delivered
6614,6832,14/08/23,,ups,Delivered
6615,10617,25/04/20,,bluedart,Delivered
6616,1139,7/3/2022,,bluedart,Delivered
6617,15743,13/04/22,,fedex,Delivered
6618,16786,5/1/2024,,ups,Delivered
6619,3342,28/04/22,,dhl,Delivered
6620,679,4/7/2021,,dhl,Delivered
6621,18096,12/4/2023,,fedex,Delivered
6622,11258,7/1/2023,,ups,Delivered
6623,852,18/11/21,,ups,Delivered
6624,18608,22/01/24,,dhl,Delivered
6625,9765,7/9/2023,,ups,Delivered
6626,8986,22/03/23,,bluedart,Delivered
6627,14718,15/04/22,,dhl,Delivered
6628,17724,5/8/2021,,fedex,Delivered
6629,67,21/09/21,,bluedart,Delivered
6630,11748,23/10/23,,ups,Delivered
6631,14650,2/5/2020,,bluedart,Delivered
6632,8498,7/7/2023,,dhl,Delivered
6633,18925,5/11/2022,,bluedart,Delivered
6634,19927,3/3/2022,,fedex,Delivered
6635,10041,26/09/23,,dhl,Delivered
6636,16109,25/11/23,,bluedart,Delivered
6637,9252,27/02/22,,dhl,Delivered
6638,1622,27/06/20,,dhl,Delivered
6639,752,13/06/21,,fedex,Delivered
6640,6164,22/01/23,,dhl,Delivered
6641,2512,3/2/2020,,ups,Delivered
6642,12162,27/09/21,,bluedart,Delivered
6643,3306,28/01/22,,bluedart,Delivered
6644,7308,1/4/2022,,bluedart,Delivered
6645,10278,17/05/23,,ups,Delivered
6646,2237,30/08/20,,fedex,Delivered
6647,18860,8/3/2022,,dhl,Delivered
6648,1750,24/03/21,,ups,Delivered
6649,15124,14/06/23,,bluedart,Delivered
6650,4531,7/1/2023,,bluedart,Delivered
6651,19972,11/1/2021,,dhl,Delivered
6652,16508,3/3/2022,,dhl,Delivered
6653,3130,24/12/21,,ups,Delivered
6654,9620,31/01/24,,ups,Delivered
6655,17515,17/08/21,,dhl,Delivered
6656,16496,12/3/2020,,dhl,Delivered
6657,17622,8/4/2020,,fedex,Delivered
6658,528,12/12/2022,,dhl,Delivered
6659,5555,2/11/2023,,bluedart,Delivered
6660,2422,9/8/2022,,dhl,Delivered
6661,21434,26/09/22,,dhl,Delivered
6662,21099,30/09/23,,dhl,Delivered
6663,15866,5/2/2024,,fedex,Delivered
6664,2846,4/4/2021,,fedex,Delivered
6665,11721,29/04/21,,bluedart,Delivered
6666,19834,6/7/2022,,ups,Delivered
6667,17809,13/11/23,,bluedart,Delivered
6668,13153,26/02/23,,bluedart,Delivered
6669,18614,4/9/2021,,fedex,Delivered
6670,16397,9/10/2022,,ups,Delivered
6671,3754,15/10/22,,dhl,Delivered
6672,12010,1/9/2020,,bluedart,Delivered
6673,6700,25/06/21,,fedex,Delivered
6674,12837,21/02/20,,fedex,Delivered
6675,13308,9/8/2020,,dhl,Delivered
6676,13920,19/03/22,,dhl,Delivered
6677,14662,20/12/21,,dhl,Delivered
6678,9361,16/01/22,,ups,Delivered
6679,14529,28/01/20,,dhl,Delivered
6680,1367,25/06/21,,ups,Delivered
6681,21604,1/7/2023,,dhl,Delivered
6682,9953,7/8/2021,,ups,Delivered
6683,5807,7/10/2022,,ups,Delivered
6684,4945,27/11/23,,bluedart,Delivered
6685,17032,5/2/2020,,ups,Delivered
6686,3103,22/01/22,,dhl,Delivered
6687,9417,21/10/21,,dhl,Delivered
6688,16378,7/2/2021,,bluedart,Delivered
6689,12524,19/03/21,,dhl,Delivered
6690,17184,14/03/22,,ups,Delivered
6691,9483,23/02/21,,ups,Delivered
6692,13720,2/5/2021,,ups,Delivered
6693,3209,9/9/2021,,fedex,Delivered
6694,19108,12/10/2023,,bluedart,Delivered
6695,9398,17/08/22,,dhl,Delivered
6696,1555,3/3/2022,,dhl,Delivered
6697,18285,26/11/22,,dhl,Delivered
6698,989,14/09/22,,dhl,Delivered
6699,20554,4/1/2020,,fedex,Delivered
6700,6577,27/01/20,,ups,Delivered
6701,16320,21/11/23,,ups,Delivered
6702,264,6/1/2021,,bluedart,Delivered
6703,12944,8/4/2020,,bluedart,Delivered
6704,15954,25/08/20,,ups,Delivered
6705,9289,6/2/2024,,bluedart,Delivered
6706,5722,12/1/2024,,dhl,Delivered
6707,509,25/03/20,,bluedart,Delivered
6708,12001,22/03/23,,fedex,Delivered
6709,7985,16/06/23,,bluedart,Delivered
6710,16270,27/07/23,,fedex,Delivered
6711,18156,25/11/21,,dhl,Delivered
6712,13292,26/12/20,,fedex,Delivered
6713,9939,23/09/20,,bluedart,Delivered
6714,6245,10/7/2021,,dhl,Delivered
6715,1048,8/9/2021,,dhl,Delivered
6716,9786,11/3/2020,,ups,Delivered
6717,11877,4/11/2022,,fedex,Delivered
6718,11460,27/07/22,,bluedart,Delivered
6719,13872,18/03/21,,ups,Delivered
6720,6587,29/10/20,,dhl,Delivered
6721,19776,26/11/21,,fedex,Delivered
6722,11798,8/3/2020,,ups,Delivered
6723,667,31/12/23,,bluedart,Delivered
6724,21338,22/08/23,,bluedart,Delivered
6725,10672,24/05/20,,ups,Delivered
6726,7145,15/01/21,,bluedart,Delivered
6727,1791,6/12/2021,,fedex,Delivered
6728,14868,19/01/23,,ups,Delivered
6729,21193,1/10/2021,,fedex,Delivered
6730,5547,7/2/2021,,fedex,Delivered
6731,17382,25/02/22,,ups,Delivered
6732,16391,10/3/2023,,fedex,Delivered
6733,3719,29/07/22,,fedex,Delivered
6734,12501,5/3/2022,,ups,Delivered
6735,2221,28/01/21,,dhl,Delivered
6736,17090,30/03/22,,bluedart,Delivered
6737,15169,24/07/22,,dhl,Delivered
6738,11606,26/09/21,,fedex,Delivered
6739,13348,20/02/22,,bluedart,Delivered
6740,17677,22/03/22,,ups,Delivered
6741,13937,14/09/22,,dhl,Delivered
6742,9002,10/4/2021,,ups,Delivered
6743,11290,17/06/20,,dhl,Delivered
6744,1465,28/02/20,,dhl,Delivered
6745,7633,16/09/21,,bluedart,Delivered
6746,3801,6/5/2023,,bluedart,Delivered
6747,14674,12/11/2021,,fedex,Delivered
6748,3116,15/08/22,,fedex,Delivered
6749,11271,27/07/21,,dhl,Delivered
6750,9348,11/2/2021,,fedex,Delivered
6751,21373,8/3/2020,,dhl,Delivered
6752,12344,11/7/2022,,fedex,Delivered
6753,13094,6/5/2020,,bluedart,Delivered
6754,14544,12/1/2022,,ups,Delivered
6755,12098,19/05/23,,bluedart,Delivered
6756,6308,14/10/23,,ups,Delivered
6757,19013,19/07/23,,fedex,Delivered
6758,886,10/1/2023,,bluedart,Delivered
6759,13490,30/01/24,,bluedart,Delivered
6760,9899,16/04/21,,dhl,Delivered
6761,5247,9/1/2020,,ups,Delivered
6762,14435,30/04/23,,bluedart,Delivered
6763,5211,4/12/2020,,bluedart,Delivered
6764,2600,22/05/21,,ups,Delivered
6765,2060,16/11/20,,bluedart,Delivered
6766,4437,18/03/23,,dhl,Delivered
6767,9372,14/11/23,,dhl,Delivered
6768,4475,5/7/2023,,fedex,Delivered
6769,10510,5/7/2023,,bluedart,Delivered
6770,9969,2/12/2021,,fedex,Delivered
6771,7457,28/12/23,,ups,Delivered
6772,20619,5/9/2021,,fedex,Delivered
6773,9663,16/08/22,,ups,Delivered
6774,2940,31/08/21,,ups,Delivered
6775,13988,31/12/22,,ups,Delivered
6776,12244,22/06/20,,dhl,Delivered
6777,15043,30/12/20,,fedex,Delivered
6778,10494,3/9/2023,,fedex,Delivered
6779,20491,20/07/21,,fedex,Delivered
6780,11880,23/01/20,,bluedart,Delivered
6781,11710,13/08/22,,bluedart,Delivered
6782,5854,19/08/21,,fedex,Delivered
6783,5111,20/10/22,,bluedart,Delivered
6784,5062,1/1/2022,,dhl,Delivered
6785,12878,24/11/22,,bluedart,Delivered
6786,4027,20/03/20,,dhl,Delivered
6787,18149,10/2/2022,,dhl,Delivered
6788,8863,19/09/22,,fedex,Delivered
6789,1584,22/01/22,,fedex,Delivered
6790,6737,12/6/2020,,dhl,Delivered
6791,9552,27/04/22,,bluedart,Delivered
6792,9747,20/11/20,,ups,Delivered
6793,21318,7/2/2021,,dhl,Delivered
6794,12785,1/3/2022,,dhl,Delivered
6795,16427,25/10/23,,dhl,Delivered
6796,11784,8/12/2021,,dhl,Delivered
6797,14930,31/12/22,,ups,Delivered
6798,12079,27/12/20,,ups,Delivered
6799,18222,4/4/2022,,fedex,Delivered
6800,845,12/4/2021,,ups,Delivered
6801,20932,21/08/20,,bluedart,Delivered
6802,18814,5/8/2021,,fedex,Delivered
6803,2156,26/03/20,,dhl,Delivered
6804,6617,8/4/2021,,dhl,Delivered
6805,11076,15/02/22,,ups,Delivered
6806,19065,30/01/22,,fedex,Delivered
6807,18801,11/3/2022,,dhl,Delivered
6808,3721,29/04/22,,ups,Delivered
6809,14515,28/07/20,,bluedart,Delivered
6810,8919,14/11/22,,ups,Delivered
6811,16080,4/11/2023,,bluedart,Delivered
6812,6072,30/11/21,,fedex,Delivered
6813,15815,25/10/20,,dhl,Delivered
6814,2107,21/07/22,,fedex,Delivered
6815,5128,7/5/2022,,bluedart,Delivered
6816,3647,15/08/21,,bluedart,Delivered
6817,17108,3/7/2021,,bluedart,Delivered
6818,13511,22/03/20,,fedex,Delivered
6819,12242,11/12/2022,,fedex,Delivered
6820,13471,9/5/2021,,dhl,Delivered
6821,18902,21/05/22,,dhl,Delivered
6822,19676,23/09/22,,bluedart,Delivered
6823,12450,30/01/24,,bluedart,Delivered
6824,802,3/9/2021,,fedex,Delivered
6825,19678,17/05/22,,bluedart,Delivered
6826,15946,17/07/21,,bluedart,Delivered
6827,12674,1/12/2022,,bluedart,Delivered
6828,5530,13/05/20,,bluedart,Delivered
6829,2784,9/10/2022,,dhl,Delivered
6830,1137,17/10/21,,dhl,Delivered
6831,14550,8/5/2023,,fedex,Delivered
6832,9056,23/08/23,,fedex,Delivered
6833,10129,20/10/22,,ups,Delivered
6834,18953,1/1/2021,,dhl,Delivered
6835,14693,22/07/21,,dhl,Delivered
6836,3294,4/4/2020,,bluedart,Delivered
6837,16257,20/05/21,,fedex,Delivered
6838,9704,14/03/21,,dhl,Delivered
6839,6312,4/10/2020,,bluedart,Delivered
6840,11583,6/3/2022,,bluedart,Delivered
6841,15677,22/02/22,,dhl,Delivered
6842,9196,1/7/2021,,fedex,Delivered
