order_id,order_date,customer_id,seller_id,order_status
2038,15/08/20,122,4,Returned
2039,12/5/2021,150,52,Returned
2040,15/08/23,83,3,Returned
2041,27/09/23,637,52,Cancelled
2042,2/3/2023,335,39,Cancelled
2043,4/8/2021,628,31,Delivered
2044,19/02/21,458,21,Inprogress
2045,20/04/22,325,34,Delivered
2046,10/12/2021,831,25,Inprogress
2047,19/04/22,468,29,Inprogress
2048,29/11/21,712,51,Cancelled
2049,22/05/20,683,40,Cancelled
2050,12/7/2023,125,53,Cancelled
2051,8/1/2024,58,50,Delivered
2052,29/05/20,815,52,Returned
2053,8/2/2024,780,21,Cancelled
2054,9/6/2020,449,47,Returned
2055,19/04/21,556,18,Delivered
2056,6/11/2023,380,15,Cancelled
2057,21/11/20,785,12,Returned
2058,1/7/2022,188,6,Cancelled
2059,30/04/22,220,51,Delivered
2060,8/3/2021,788,49,Cancelled
2061,2/9/2020,481,35,Inprogress
2062,8/5/2022,715,26,Delivered
2063,23/11/22,894,7,Delivered
2064,9/12/2021,827,49,Returned
2065,25/10/23,126,33,Cancelled
2066,25/11/23,504,18,Delivered
2067,15/04/23,405,34,Cancelled
2068,23/09/21,429,4,Delivered
2069,11/2/2021,372,43,Cancelled
2070,26/08/20,299,23,Delivered
2071,22/07/22,128,25,Delivered
2072,27/07/23,688,18,Delivered
2073,7/12/2022,852,51,Returned
2074,19/01/21,319,10,Inprogress
2075,22/05/20,847,47,Inprogress
2076,18/07/23,399,36,Returned
2077,29/05/23,20,39,Delivered
2078,2/1/2023,254,8,Delivered
2079,5/10/2020,151,25,Returned
2080,16/01/24,305,42,Delivered
2081,13/05/23,888,5,Returned
2082,3/5/2022,829,20,Returned
2083,7/5/2021,812,33,Delivered
2084,26/02/23,10,14,Delivered
2085,12/10/2021,657,23,Returned
2086,13/05/23,80,38,Delivered
2087,2/3/2020,754,25,Inprogress
2088,30/01/21,479,2,Returned
2089,18/01/20,206,37,Delivered
2090,3/9/2020,836,16,Inprogress
2091,21/11/22,42,51,Delivered
2092,4/3/2023,567,4,Delivered
2093,23/06/20,606,27,Delivered
2094,14/10/20,181,46,Inprogress
2095,24/12/20,79,25,Delivered
2096,15/08/21,426,11,Delivered
2097,15/05/23,448,48,Cancelled
2098,25/08/23,503,40,Cancelled
2099,27/08/22,655,24,Delivered
2100,18/06/21,268,15,Inprogress
2101,5/1/2022,106,27,Delivered
2102,10/6/2022,386,33,Inprogress
2103,28/08/23,183,33,Inprogress
2104,22/10/22,389,40,Inprogress
2105,3/3/2022,56,44,Cancelled
2106,23/05/21,475,41,Inprogress
2107,20/12/20,880,39,Returned
2108,28/11/23,188,18,Delivered
2109,30/11/22,134,8,Delivered
2110,18/03/21,172,28,Cancelled
2111,5/4/2023,646,11,Inprogress
2112,21/12/20,637,46,Cancelled
2113,24/04/22,16,5,Inprogress
2114,3/6/2020,162,21,Inprogress
2115,7/11/2022,232,23,Delivered
2116,26/04/23,895,4,Delivered
2117,23/04/20,359,44,Delivered
2118,26/12/22,13,45,Delivered
2119,18/10/23,473,6,Delivered
2120,8/2/2021,506,25,Cancelled
2121,24/12/21,383,49,Returned
2122,27/11/23,120,1,Returned
2123,23/12/22,361,8,Returned
2124,11/11/2022,737,38,Cancelled
2125,27/11/23,483,47,Inprogress
2126,10/6/2023,283,48,Delivered
2127,12/2/2021,555,19,Delivered
2128,11/12/2023,338,3,Returned
2129,2/3/2022,461,25,Delivered
2130,14/11/23,322,44,Returned
2131,10/10/2022,240,20,Returned
2132,15/09/23,221,14,Delivered
2133,26/12/23,189,53,Inprogress
2134,7/5/2021,574,21,Cancelled
2135,28/12/20,676,22,Returned
2136,10/11/2023,101,39,Delivered
2137,26/03/21,821,15,Inprogress
2138,4/12/2023,259,9,Returned
2139,21/08/21,542,10,Inprogress
2140,15/09/22,386,41,Returned
2141,10/7/2023,209,7,Inprogress
2142,12/6/2021,753,33,Delivered
2143,17/01/20,416,4,Delivered
2144,27/02/21,193,45,Inprogress
2145,21/01/23,826,4,Delivered
2146,11/11/2022,294,9,Cancelled
2147,11/1/2022,143,23,Inprogress
2148,19/05/22,215,53,Inprogress
2149,12/2/2021,645,35,Cancelled
2150,10/1/2023,659,51,Cancelled
2151,15/06/21,99,17,Cancelled
2152,17/11/23,800,46,Cancelled
2153,7/7/2023,434,9,Cancelled
2154,15/01/21,622,23,Cancelled
2155,24/08/21,87,49,Delivered
2156,1/10/2020,784,16,Cancelled
2157,25/05/21,772,44,Cancelled
2158,1/10/2021,516,47,Cancelled
2159,27/12/21,37,21,Returned
2160,15/10/21,227,44,Delivered
2161,31/08/22,620,39,Delivered
2162,23/05/21,76,33,Inprogress
2163,16/08/20,660,36,Inprogress
2164,15/02/21,450,8,Cancelled
2165,1/12/2021,354,35,Cancelled
2166,22/11/20,576,1,Delivered
2167,24/04/20,817,25,Delivered
2168,31/03/21,119,37,Returned
2169,27/11/22,89,9,Delivered
2170,11/4/2022,406,10,Delivered
2171,24/11/22,621,15,Returned
2172,25/11/22,213,7,Cancelled
2173,29/03/21,847,41,Delivered
2174,11/1/2020,141,7,Inprogress
2175,23/01/23,359,4,Returned
2176,26/11/23,790,43,Delivered
2177,6/1/2021,582,45,Delivered
2178,6/9/2020,104,16,Delivered
2179,9/6/2023,6,20,Inprogress
2180,10/4/2022,701,21,Inprogress
2181,22/08/20,743,18,Returned
2182,13/04/21,247,12,Inprogress
2183,27/05/23,408,52,Delivered
2184,27/03/20,371,17,Returned
2185,1/10/2020,308,24,Delivered
2186,2/10/2023,751,11,Delivered
2187,7/1/2024,812,47,Cancelled
2188,7/11/2020,763,53,Delivered
2189,25/12/21,83,28,Returned
2190,3/7/2021,818,33,Delivered
2191,15/08/22,209,46,Delivered
2192,22/01/21,130,34,Cancelled
2193,13/01/22,625,7,Delivered
2194,12/4/2020,461,45,Delivered
2195,25/06/23,117,12,Delivered
2196,29/12/23,699,46,Returned
2197,12/9/2020,226,39,Delivered
2198,13/11/21,401,28,Delivered
2199,25/05/22,677,43,Cancelled
2200,30/11/22,8,21,Returned
2201,31/01/20,575,22,Cancelled
2202,27/02/23,274,6,Cancelled
2203,22/07/23,56,52,Returned
2204,8/8/2021,599,50,Delivered
2205,6/2/2021,152,35,Inprogress
2206,22/02/21,82,26,Inprogress
2207,13/12/20,838,30,Delivered
2208,28/04/23,477,40,Returned
2209,10/3/2023,357,14,Returned
2210,5/7/2022,202,53,Cancelled
2211,12/4/2020,500,16,Cancelled
2212,20/07/23,646,18,Inprogress
2213,1/6/2020,572,33,Inprogress
2214,3/2/2020,420,51,Delivered
2215,25/05/22,361,17,Delivered
2216,27/04/20,50,8,Returned
2217,12/5/2023,328,23,Cancelled
2218,27/03/23,27,30,Delivered
2219,29/07/22,338,35,Cancelled
2220,11/10/2021,453,28,Inprogress
2221,1/12/2020,84,21,Returned
2222,17/08/21,699,12,Returned
2223,5/2/2024,851,18,Inprogress
2224,26/01/20,127,9,Returned
2225,26/07/20,313,39,Inprogress
2226,11/3/2022,819,38,Returned
2227,18/07/22,486,27,Inprogress
2228,20/10/21,374,6,Delivered
2229,3/4/2020,583,53,Returned
2230,25/01/22,813,36,Delivered
2231,12/6/2022,178,35,Returned
2232,13/07/23,179,35,Returned
2233,18/05/21,320,5,Returned
2234,7/4/2021,263,18,Inprogress
2235,16/01/21,61,5,Inprogress
2236,8/3/2020,232,45,Cancelled
2237,30/08/21,555,34,Inprogress
2238,15/03/21,573,17,Inprogress
2239,1/9/2020,495,53,Delivered
2240,27/11/22,703,48,Returned
2241,12/6/2023,650,9,Cancelled
2242,8/9/2022,265,33,Delivered
2243,10/2/2023,476,43,Delivered
2244,11/5/2020,358,12,Cancelled
2245,13/05/23,387,11,Cancelled
2246,11/3/2020,56,30,Inprogress
2247,11/1/2020,559,6,Delivered
2248,23/10/23,749,29,Cancelled
2249,29/04/20,474,39,Cancelled
2250,23/12/20,269,43,Inprogress
2251,14/05/21,693,12,Cancelled
2252,30/01/24,631,7,Cancelled
2253,13/09/20,659,33,Cancelled
2254,14/05/21,461,30,Inprogress
2255,13/12/20,743,37,Inprogress
2256,21/06/21,267,27,Delivered
2257,8/7/2020,19,5,Inprogress
2258,3/6/2022,739,25,Cancelled
2259,17/11/23,826,31,Cancelled
2260,17/02/23,551,37,Returned
2261,24/03/23,345,34,Cancelled
2262,14/12/22,225,37,Cancelled
2263,4/9/2022,834,18,Cancelled
2264,22/03/23,231,14,Inprogress
2265,19/05/22,70,11,Returned
2266,27/03/23,371,19,Delivered
2267,24/01/24,493,28,Cancelled
2268,26/02/23,883,32,Cancelled
2269,9/6/2023,738,17,Inprogress
2270,4/4/2021,574,2,Inprogress
2271,18/01/23,879,50,Returned
2272,26/10/22,457,52,Returned
2273,26/09/23,547,47,Delivered
2274,6/3/2022,61,12,Returned
2275,18/03/22,340,40,Inprogress
2276,3/1/2020,222,30,Delivered
2277,9/9/2022,666,5,Cancelled
2278,28/03/23,474,25,Inprogress
2279,16/10/20,372,34,Returned
2280,29/12/20,728,26,Inprogress
2281,10/7/2020,357,48,Inprogress
2282,21/08/23,734,4,Inprogress
2283,18/09/23,663,9,Returned
2284,19/11/23,166,41,Delivered
2285,14/05/23,254,15,Cancelled
2286,26/05/20,49,17,Returned
2287,31/10/22,344,8,Delivered
2288,18/06/23,552,40,Delivered
2289,5/12/2020,654,29,Cancelled
2290,17/03/21,746,22,Cancelled
2291,26/01/24,243,2,Delivered
2292,13/12/21,495,44,Cancelled
2293,7/11/2022,46,2,Inprogress
2294,27/06/20,432,46,Inprogress
2295,28/05/20,755,14,Cancelled
2296,14/06/22,149,5,Cancelled
2297,8/2/2022,782,23,Returned
2298,15/09/22,869,34,Inprogress
2299,2/9/2023,23,14,Cancelled
2300,10/9/2021,72,45,Delivered
2301,18/04/22,623,6,Returned
2302,19/03/21,257,27,Delivered
2303,2/10/2020,576,21,Cancelled
2304,20/02/22,115,31,Returned
2305,5/8/2021,388,37,Inprogress
2306,31/12/21,115,17,Cancelled
2307,14/10/20,766,30,Delivered
2308,14/04/22,560,38,Delivered
2309,17/12/22,780,43,Inprogress
2310,25/04/21,202,8,Returned
2311,7/12/2021,12,2,Returned
2312,4/4/2023,447,41,Cancelled
2313,12/6/2021,241,25,Cancelled
2314,27/10/20,326,42,Cancelled
2315,16/12/21,238,52,Inprogress
2316,11/10/2023,625,41,Returned
2317,5/2/2022,545,10,Inprogress
2318,19/04/22,43,29,Inprogress
2319,29/09/23,843,27,Cancelled
2320,9/11/2020,738,26,Returned
2321,8/7/2021,687,34,Delivered
2322,28/02/22,25,41,Inprogress
2323,4/12/2023,713,10,Inprogress
2324,27/11/22,859,16,Cancelled
2325,27/02/20,487,26,Returned
2326,8/9/2023,874,40,Delivered
2327,13/05/23,533,1,Inprogress
2328,17/12/20,747,11,Cancelled
2329,26/01/23,31,36,Delivered
2330,27/09/23,896,4,Cancelled
2331,25/07/22,10,7,Inprogress
2332,25/09/22,126,53,Returned
2333,11/9/2020,315,40,Inprogress
2334,30/10/20,61,41,Returned
2335,26/12/22,556,2,Cancelled
2336,20/03/21,266,20,Delivered
2337,14/07/23,592,36,Delivered
2338,6/3/2022,693,15,Inprogress
2339,12/4/2021,291,39,Cancelled
2340,16/08/21,696,37,Inprogress
2341,30/06/20,682,10,Cancelled
2342,19/03/22,358,49,Delivered
2343,19/04/23,632,38,Returned
2344,22/08/21,409,11,Cancelled
2345,3/2/2023,355,8,Cancelled
2346,16/11/20,426,26,Returned
2347,31/12/21,93,17,Delivered
2348,1/4/2023,426,3,Inprogress
2349,24/02/21,13,33,Returned
2350,31/03/22,209,5,Cancelled
2351,21/04/23,698,51,Cancelled
2352,3/5/2023,305,15,Delivered
2353,25/09/21,611,37,Returned
2354,21/05/22,682,28,Cancelled
2355,18/08/22,626,14,Delivered
2356,23/06/20,7,12,Inprogress
2357,24/10/20,584,28,Delivered
2358,20/09/23,112,47,Delivered
2359,1/9/2020,419,53,Inprogress
2360,12/1/2021,757,41,Returned
2361,22/08/22,712,36,Inprogress
2362,11/7/2022,291,1,Inprogress
2363,15/01/24,363,5,Inprogress
2364,24/10/20,453,9,Returned
2365,28/03/22,78,4,Cancelled
2366,15/10/21,730,13,Cancelled
2367,25/01/20,646,40,Returned
2368,10/10/2022,231,26,Cancelled
2369,16/06/23,895,21,Delivered
2370,1/8/2023,76,44,Cancelled
2371,30/07/23,270,25,Cancelled
2372,16/03/23,808,53,Returned
2373,30/10/21,512,14,Delivered
2374,26/06/22,47,22,Returned
2375,21/09/21,748,13,Delivered
2376,25/04/20,156,9,Cancelled
2377,1/10/2022,215,39,Inprogress
2378,19/10/23,265,18,Returned
2379,12/2/2023,727,7,Returned
2380,24/08/21,880,9,Returned
2381,17/06/20,317,13,Delivered
2382,7/12/2022,528,26,Inprogress
2383,2/6/2020,690,52,Delivered
2384,27/12/20,389,24,Inprogress
2385,25/09/20,332,10,Delivered
2386,2/9/2022,107,50,Delivered
2387,1/4/2023,147,34,Delivered
2388,25/12/21,235,43,Cancelled
2389,29/08/21,296,13,Inprogress
2390,1/7/2022,646,53,Delivered
2391,24/06/23,456,41,Delivered
2392,23/09/22,309,36,Cancelled
2393,31/05/21,131,40,Cancelled
2394,25/04/20,391,25,Inprogress
2395,12/10/2020,391,15,Returned
2396,4/8/2022,38,47,Delivered
2397,25/10/20,609,44,Cancelled
2398,26/06/22,146,11,Inprogress
2399,11/6/2023,129,33,Delivered
2400,1/10/2023,57,36,Returned
2401,17/10/20,118,14,Cancelled
2402,16/12/21,223,11,Delivered
2403,1/6/2023,676,32,Delivered
2404,25/09/22,334,3,Returned
2405,4/12/2021,773,39,Cancelled
2406,13/07/23,231,50,Returned
2407,9/4/2023,203,45,Inprogress
2408,7/2/2021,401,33,Delivered
2409,5/2/2023,427,47,Returned
2410,27/04/20,388,13,Inprogress
2411,18/11/21,332,18,Delivered
2412,8/11/2020,489,6,Inprogress
2413,15/11/21,29,29,Delivered
2414,18/08/21,381,43,Inprogress
2415,21/03/21,224,41,Delivered
2416,27/06/20,160,11,Inprogress
2417,23/10/22,845,30,Returned
2418,14/05/23,507,1,Inprogress
2419,8/12/2020,531,27,Returned
2420,15/04/20,667,40,Returned
2421,27/03/21,537,7,Delivered
2422,13/02/20,795,27,Returned
2423,25/09/21,118,42,Cancelled
2424,16/06/23,695,46,Returned
2425,16/12/20,308,34,Inprogress
2426,27/01/21,680,25,Inprogress
2427,18/04/21,175,24,Delivered
2428,20/05/23,733,4,Inprogress
2429,26/01/21,747,14,Returned
2430,25/03/23,143,22,Inprogress
2431,31/10/20,379,4,Cancelled
2432,7/1/2024,47,50,Delivered
2433,21/02/22,43,36,Delivered
2434,1/2/2020,771,15,Inprogress
2435,17/08/22,433,14,Delivered
2436,20/10/21,823,33,Delivered
2437,16/08/20,567,16,Returned
2438,4/11/2023,841,31,Cancelled
2439,23/02/23,503,50,Cancelled
2440,16/11/22,607,23,Cancelled
2441,8/12/2020,2,25,Inprogress
2442,11/5/2023,585,51,Cancelled
2443,4/4/2021,849,48,Returned
2444,19/09/20,752,1,Inprogress
2445,26/02/23,772,17,Returned
2446,14/01/21,491,47,Inprogress
2447,28/12/20,767,14,Delivered
2448,29/01/20,798,20,Cancelled
2449,9/8/2021,732,48,Returned
2450,11/9/2021,397,21,Returned
2451,10/6/2020,651,40,Returned
2452,25/01/22,518,4,Inprogress
2453,10/6/2020,336,42,Returned
2454,22/03/20,559,23,Cancelled
2455,7/5/2023,336,20,Delivered
2456,31/01/24,185,25,Returned
2457,6/1/2020,272,23,Cancelled
2458,4/5/2021,897,49,Delivered
2459,28/07/20,411,26,Returned
2460,10/2/2023,249,26,Returned
2461,24/12/22,197,11,Cancelled
2462,24/05/21,850,26,Inprogress
2463,24/04/22,283,22,Returned
2464,12/12/2022,40,6,Delivered
2465,6/2/2023,466,51,Returned
2466,26/12/21,674,32,Delivered
2467,4/1/2021,700,14,Delivered
2468,7/8/2023,750,48,Inprogress
2469,21/06/22,523,18,Inprogress
2470,10/10/2023,352,26,Cancelled
2471,20/05/20,335,3,Cancelled
2472,2/4/2022,353,43,Delivered
2473,26/07/21,795,13,Returned
2474,13/02/20,518,29,Returned
2475,17/08/22,273,24,Inprogress
2476,16/12/20,390,16,Cancelled
2477,10/10/2020,105,9,Returned
2478,19/04/22,292,21,Returned
2479,25/03/23,320,7,Delivered
2480,4/3/2022,642,31,Delivered
2481,4/3/2022,31,14,Cancelled
2482,18/04/22,312,40,Delivered
2483,4/1/2022,506,26,Inprogress
2484,22/12/21,444,53,Returned
2485,13/01/20,403,29,Returned
2486,28/02/22,733,20,Returned
2487,9/10/2023,99,26,Inprogress
2488,11/9/2020,143,2,Inprogress
2489,26/02/22,432,8,Inprogress
2490,1/5/2022,704,42,Delivered
2491,2/2/2022,688,23,Delivered
2492,24/03/21,172,43,Inprogress
2493,6/7/2023,296,50,Inprogress
2494,30/04/23,703,3,Inprogress
2495,12/12/2020,772,32,Returned
2496,31/05/21,660,10,Cancelled
2497,24/03/23,47,53,Delivered
2498,17/10/22,404,38,Inprogress
2499,30/04/23,323,52,Cancelled
2500,28/07/22,257,44,Cancelled
2501,3/3/2023,474,11,Cancelled
2502,29/05/21,680,50,Cancelled
2503,25/10/21,396,38,Returned
2504,9/2/2024,798,49,Inprogress
2505,19/11/23,825,6,Returned
2506,8/12/2020,119,43,Cancelled
2507,13/12/21,280,31,Inprogress
2508,29/08/23,183,38,Inprogress
2509,24/02/20,537,16,Delivered
2510,26/02/22,30,7,Delivered
2511,15/10/21,653,2,Cancelled
2512,22/01/21,359,51,Delivered
2513,1/1/2020,230,37,Cancelled
2514,21/11/20,92,38,Cancelled
2515,12/12/2020,863,29,Delivered
2516,2/5/2023,73,25,Returned
2517,8/3/2020,255,35,Returned
2518,25/01/24,500,42,Cancelled
2519,12/3/2022,567,47,Delivered
2520,29/05/20,640,2,Cancelled
2521,11/12/2023,269,19,Cancelled
2522,4/2/2024,274,32,Delivered
2523,25/11/22,244,31,Delivered
2524,2/2/2022,245,16,Cancelled
2525,30/08/22,389,1,Returned
2526,12/5/2020,44,28,Inprogress
2527,12/7/2023,37,53,Delivered
2528,25/12/22,256,44,Inprogress
2529,27/01/24,147,48,Delivered
2530,18/02/20,139,46,Inprogress
2531,11/9/2020,36,41,Returned
2532,5/11/2020,237,48,Inprogress
2533,1/3/2021,73,51,Cancelled
2534,20/10/22,266,34,Inprogress
2535,17/07/21,412,48,Cancelled
2536,19/06/23,408,6,Returned
2537,27/02/20,771,32,Inprogress
2538,4/2/2022,547,30,Cancelled
2539,12/12/2022,661,19,Inprogress
2540,30/07/21,553,35,Cancelled
2541,26/09/21,178,6,Inprogress
2542,22/03/20,507,11,Delivered
2543,21/02/20,417,4,Returned
2544,20/12/20,784,40,Delivered
2545,1/3/2022,331,40,Delivered
2546,31/01/24,299,8,Inprogress
2547,15/05/20,747,41,Delivered
2548,19/09/22,658,30,Inprogress
2549,7/12/2022,618,48,Cancelled
2550,7/9/2021,7,11,Returned
2551,19/01/24,863,46,Delivered
2552,25/03/23,116,36,Inprogress
2553,29/05/21,424,11,Returned
2554,18/02/21,873,12,Delivered
2555,21/09/21,77,26,Returned
2556,31/05/20,675,53,Returned
2557,30/09/23,62,4,Delivered
2558,11/4/2020,865,38,Returned
2559,15/09/21,342,52,Cancelled
2560,6/9/2022,336,45,Inprogress
2561,27/09/20,859,23,Cancelled
2562,11/2/2022,641,1,Cancelled
2563,27/06/21,591,33,Cancelled
2564,28/05/23,354,17,Inprogress
2565,30/09/20,180,37,Cancelled
2566,3/6/2020,255,34,Delivered
2567,5/8/2022,606,15,Returned
2568,29/12/22,151,52,Returned
2569,19/07/22,328,10,Returned
2570,24/04/23,856,31,Inprogress
2571,25/08/21,275,41,Returned
2572,24/03/21,785,4,Cancelled
2573,28/06/23,538,52,Delivered
2574,7/3/2022,121,2,Inprogress
2575,19/08/21,310,43,Returned
2576,7/6/2021,320,34,Returned
2577,19/06/20,679,51,Delivered
2578,9/12/2021,398,39,Inprogress
2579,7/11/2022,226,21,Inprogress
2580,14/10/21,858,28,Inprogress
2581,13/09/21,331,7,Cancelled
2582,5/1/2023,802,3,Returned
2583,21/11/22,303,2,Delivered
2584,25/01/22,191,24,Inprogress
2585,26/12/21,594,14,Returned
2586,25/04/23,195,18,Returned
2587,16/10/23,315,21,Delivered
2588,29/12/23,278,10,Inprogress
2589,27/09/20,779,2,Cancelled
2590,10/6/2023,621,38,Cancelled
2591,12/9/2020,560,34,Returned
2592,2/9/2023,205,33,Returned
2593,16/01/21,424,3,Delivered
2594,18/02/20,96,31,Cancelled
2595,20/11/21,88,24,Inprogress
2596,20/09/21,575,38,Cancelled
2597,15/03/20,134,50,Inprogress
2598,2/4/2023,635,1,Delivered
2599,17/05/23,388,50,Cancelled
2600,2/2/2024,730,25,Returned
2601,3/1/2022,68,25,Cancelled
2602,31/01/21,521,20,Cancelled
2603,5/12/2022,769,42,Delivered
2604,17/02/22,684,43,Delivered
2605,7/3/2020,695,50,Delivered
2606,1/2/2022,173,44,Inprogress
2607,30/06/22,489,32,Returned
2608,1/3/2023,526,41,Cancelled
2609,2/2/2024,260,39,Returned
2610,20/01/20,135,19,Returned
2611,3/1/2020,711,38,Cancelled
2612,17/12/20,515,27,Inprogress
2613,19/08/22,477,13,Returned
2614,1/1/2024,523,51,Inprogress
2615,18/10/23,565,35,Returned
2616,27/04/21,517,14,Inprogress
2617,6/11/2020,213,29,Returned
2618,20/01/21,403,7,Delivered
2619,13/05/23,192,43,Returned
2620,18/06/21,620,33,Returned
2621,8/1/2020,251,33,Inprogress
2622,9/4/2020,317,34,Cancelled
2623,3/7/2023,838,28,Inprogress
2624,12/2/2023,736,25,Returned
2625,23/08/20,729,32,Delivered
2626,20/02/23,591,28,Returned
2627,23/07/20,602,25,Delivered
2628,3/7/2022,627,7,Inprogress
2629,17/11/22,787,2,Inprogress
2630,22/03/23,289,39,Inprogress
2631,9/2/2023,55,6,Cancelled
2632,4/8/2023,705,31,Inprogress
2633,2/2/2020,618,53,Delivered
2634,19/01/21,583,37,Returned
2635,30/05/23,438,52,Cancelled
2636,31/01/20,323,26,Inprogress
2637,22/05/21,38,20,Returned
2638,5/4/2023,113,53,Delivered
2639,10/7/2022,22,40,Delivered
2640,27/07/22,620,38,Inprogress
2641,25/05/22,832,51,Cancelled
2642,11/5/2022,252,48,Returned
2643,8/4/2023,304,34,Delivered
2644,21/11/21,415,27,Returned
2645,17/11/20,525,36,Returned
2646,15/10/20,482,9,Cancelled
2647,15/10/21,449,25,Inprogress
2648,25/06/22,287,4,Delivered
2649,9/9/2021,850,7,Delivered
2650,25/05/20,635,3,Cancelled
2651,7/2/2024,422,1,Delivered
2652,28/03/20,730,13,Returned
2653,22/04/23,705,17,Delivered
2654,27/02/23,738,19,Returned
2655,20/09/23,205,9,Delivered
2656,7/10/2023,528,15,Returned
2657,18/11/23,736,21,Returned
2658,11/9/2022,540,52,Delivered
2659,2/10/2020,679,22,Delivered
2660,20/09/21,96,14,Delivered
2661,9/12/2021,410,26,Inprogress
2662,11/2/2020,712,41,Delivered
2663,23/03/23,265,23,Cancelled
2664,3/12/2021,580,4,Returned
2665,1/5/2022,448,22,Cancelled
2666,9/9/2020,544,8,Cancelled
2667,8/10/2021,665,36,Returned
2668,17/07/21,13,24,Returned
2669,27/06/22,693,25,Cancelled
2670,13/04/20,831,31,Returned
2671,9/9/2020,361,43,Cancelled
2672,3/7/2020,417,52,Cancelled
2673,26/06/23,218,29,Cancelled
2674,19/04/23,810,15,Inprogress
2675,29/01/23,369,35,Delivered
2676,31/07/22,667,28,Delivered
2677,6/12/2022,578,49,Delivered
2678,4/2/2020,678,19,Delivered
2679,4/12/2023,19,41,Delivered
2680,29/11/21,321,32,Inprogress
2681,26/02/22,171,2,Returned
2682,1/12/2022,285,4,Inprogress
2683,2/5/2023,801,2,Inprogress
2684,18/04/20,34,26,Returned
2685,18/05/22,104,32,Cancelled
2686,15/11/23,365,37,Inprogress
2687,5/6/2020,194,30,Inprogress
2688,5/4/2022,52,11,Returned
2689,23/02/20,369,5,Cancelled
2690,19/09/23,448,4,Inprogress
2691,8/11/2022,559,42,Cancelled
2692,3/1/2021,325,21,Cancelled
2693,3/2/2024,845,53,Cancelled
2694,17/06/21,293,14,Inprogress
2695,31/10/21,833,17,Cancelled
2696,21/01/24,371,37,Inprogress
2697,17/07/23,282,26,Delivered
2698,11/2/2021,256,35,Cancelled
2699,30/09/23,577,50,Inprogress
2700,22/07/23,250,26,Cancelled
2701,16/12/21,780,50,Returned
2702,6/4/2021,279,46,Delivered
2703,4/10/2020,768,20,Returned
2704,13/04/21,594,10,Inprogress
2705,6/12/2022,53,17,Delivered
2706,13/04/20,249,41,Delivered
2707,1/7/2021,526,17,Cancelled
2708,8/5/2022,277,28,Delivered
2709,29/06/22,494,45,Cancelled
2710,31/12/22,394,50,Delivered
2711,22/12/20,195,3,Returned
2712,26/06/21,74,10,Delivered
2713,14/08/21,750,28,Cancelled
2714,6/8/2023,895,6,Inprogress
2715,4/10/2021,67,30,Returned
2716,6/7/2020,797,21,Cancelled
2717,23/01/20,484,18,Delivered
2718,7/1/2023,643,4,Returned
2719,31/08/22,335,3,Returned
2720,31/01/20,156,48,Inprogress
2721,19/11/23,97,4,Delivered
2722,1/2/2021,301,3,Returned
2723,12/10/2022,363,40,Delivered
2724,15/01/24,694,12,Delivered
2725,10/8/2021,154,17,Delivered
2726,14/06/22,278,53,Delivered
2727,9/3/2023,545,19,Delivered
2728,31/08/21,110,1,Returned
2729,12/1/2022,282,47,Delivered
2730,25/06/20,284,12,Inprogress
2731,6/1/2024,571,1,Inprogress
2732,19/04/23,652,34,Returned
2733,19/07/22,358,26,Delivered
2734,18/01/20,733,32,Inprogress
2735,20/07/22,62,20,Delivered
2736,30/10/22,527,28,Inprogress
2737,10/9/2022,711,13,Delivered
2738,22/12/21,515,10,Inprogress
2739,29/02/20,29,22,Delivered
2740,17/10/21,114,21,Inprogress
2741,12/12/2021,567,51,Delivered
2742,30/01/22,692,14,Cancelled
2743,15/02/21,330,12,Delivered
2744,14/09/23,131,27,Inprogress
2745,25/10/23,641,30,Inprogress
2746,15/12/20,259,2,Cancelled
2747,16/03/23,621,9,Returned
2748,26/09/21,703,32,Inprogress
2749,28/08/23,700,11,Cancelled
2750,7/6/2022,374,44,Inprogress
2751,4/8/2023,368,48,Cancelled
2752,12/4/2023,600,38,Returned
2753,21/08/23,807,6,Cancelled
2754,24/11/20,78,3,Returned
2755,25/09/20,635,15,Delivered
2756,12/3/2021,161,50,Returned
2757,16/10/20,600,10,Returned
2758,23/09/23,798,49,Inprogress
2759,5/2/2020,209,35,Cancelled
2760,8/2/2024,73,46,Delivered
2761,2/12/2021,629,52,Returned
2762,18/01/20,892,5,Inprogress
2763,30/12/23,310,11,Delivered
2764,20/03/21,206,8,Inprogress
2765,4/4/2021,392,3,Inprogress
2766,25/01/23,882,47,Delivered
2767,2/8/2022,174,8,Cancelled
2768,4/7/2021,519,23,Cancelled
2769,7/5/2020,325,15,Cancelled
2770,18/05/22,610,38,Delivered
2771,6/10/2022,486,31,Delivered
2772,29/01/21,365,20,Cancelled
2773,29/06/22,858,18,Cancelled
2774,17/04/20,875,26,Returned
2775,12/7/2020,151,49,Inprogress
2776,21/05/20,820,27,Inprogress
2777,11/11/2023,4,38,Inprogress
2778,5/10/2022,494,37,Inprogress
2779,23/01/22,896,16,Returned
2780,8/9/2020,399,53,Inprogress
2781,9/6/2022,879,30,Returned
2782,7/3/2021,596,47,Returned
2783,12/5/2021,342,17,Inprogress
2784,10/12/2023,290,31,Inprogress
2785,16/02/21,822,16,Cancelled
2786,21/03/20,343,2,Cancelled
2787,16/02/23,624,6,Returned
