order_item_id,order_id,product_id,quantity,price_per_unit
6604,11546,352,4,1180.6
6605,4642,635,2,1913.76
6606,6093,322,5,959.33
6607,7550,330,1,1415.1
6608,20175,578,5,559.4
6609,6594,574,5,524.13
6610,17740,626,1,1785.01
6611,1189,344,5,436.37
6612,19598,613,2,581.68
6613,15888,599,3,971.28
6614,4147,601,2,1300.45
6615,9149,617,5,1528.1
6616,16208,462,4,1635.73
6617,15419,312,4,218.36
6618,17315,597,2,487.72
6619,11822,566,5,584.63
6620,7058,122,3,1856.31
6621,15559,162,3,807.79
6622,20813,262,2,473.06
6623,7351,545,2,169.67
6624,5301,596,5,1359.13
6625,9304,181,2,1198.33
6626,18209,20,5,1867.02
6627,10541,199,3,306.87
6628,19390,652,4,563.48
6629,20899,282,4,1145.41
6630,11233,639,3,819.03
6631,20160,37,3,132.95
6632,4526,113,1,34.92
6633,10468,550,1,1998.48
6634,20552,750,5,842.17
6635,21419,526,1,1230.38
6636,17633,229,4,1891.61
6637,17899,232,2,33.66
6638,10727,32,2,1542.57
6639,2522,419,5,589.95
6640,4080,50,4,1788.94
6641,17063,181,1,1400.39
6642,6133,600,1,984.34
6643,7007,282,2,1463.36
6644,2921,759,3,1514.16
6645,11171,632,5,601.88
6646,2280,152,2,1013.22
6647,11973,397,2,1004.29
6648,11906,469,5,584.05
6649,9418,434,5,698.55
6650,10610,169,2,558.34
6651,13211,111,2,1978.75
6652,10895,471,3,1240.39
6653,3152,436,4,832.85
6654,13122,560,2,1818.98
6655,648,126,2,1524.46
6656,5426,102,5,544.66
6657,20104,91,1,405.91
6658,8977,715,3,797.01
6659,5032,659,3,1004.19
6660,676,428,5,1011.94
6661,2390,169,1,363.93
6662,8214,468,2,72.72
6663,11233,721,4,935.42
6664,4579,659,4,716.94
6665,18097,624,4,1125.88
6666,20488,709,5,1245.7
6667,20509,448,1,1394.89
6668,16810,503,3,1898.74
6669,3737,483,3,1994.47
6670,16219,207,1,1949.22
6671,320,234,3,583.32
6672,9468,603,4,303.09
6673,4295,367,3,1929.58
6674,5042,744,3,893.39
6675,10020,31,1,1172.49
6676,18448,302,3,865.77
6677,16297,255,4,463.42
6678,19590,179,3,215.66
6679,10336,532,4,571.76
6680,4560,712,4,54.94
6681,4533,369,1,1314.46
6682,5913,31,1,1185.46
6683,18784,119,1,1401.6
6684,20995,649,5,55.27
6685,17948,602,3,694.37
6686,8277,576,3,145.75
6687,4549,237,3,1268.55
6688,2065,379,4,1900.24
6689,13877,111,5,305.66
6690,13693,47,3,894.92
6691,19839,499,5,1935.25
6692,19093,142,1,1492.82
6693,14591,53,4,351.71
6694,14190,390,3,26.22
6695,9646,550,5,698.67
6696,15470,255,4,1464.32
6697,804,27,1,1780.3
6698,20471,459,1,1632.55
6699,7759,123,1,1528.04
6700,13731,552,3,1575.51
6701,9235,90,2,1237.71
6702,11638,688,2,174.89
6703,18932,558,2,1051.24
6704,20648,699,4,1391.55
6705,1615,549,3,477.52
6706,2891,403,3,528.52
6707,6051,267,2,479.93
6708,21344,513,1,1657.09
6709,17389,98,4,233.53
6710,17434,411,5,595.5
6711,19244,523,1,638.57
6712,7122,276,3,163.14
6713,445,584,4,1909.96
6714,2524,502,4,1182.73
6715,11590,344,3,863.74
6716,12278,104,1,1502.81
6717,16380,571,2,226.97
6718,784,296,1,1801.22
6719,3228,45,2,324.9
6720,17007,344,2,1929.9
6721,18608,61,4,1479.08
6722,4812,246,2,1277.17
6723,5409,142,3,747.49
6724,10397,83,1,1773.74
6725,7199,247,4,833.87
6726,18310,525,1,1007.29
6727,130,65,2,1822.94
6728,10849,394,5,470.81
6729,2349,140,3,1460.83
6730,7692,757,5,645.39
6731,5168,706,3,1163.48
6732,6605,87,4,1621.41
6733,1482,512,1,676.45
6734,3496,30,4,1628.42
6735,8930,207,4,1057.58
6736,14276,179,5,320.8
6737,2939,339,3,951.48
6738,9101,449,1,442.9
6739,21151,32,1,1068.53
6740,6598,239,5,1639.34
6741,16473,452,5,1127.6
6742,8291,271,4,1364.66
6743,14519,102,1,102.23
6744,4657,761,3,540.63
6745,17588,552,5,264.97
6746,20461,90,4,1857.85
6747,17362,649,4,697.04
6748,4159,368,2,1915.58
6749,11107,611,3,299.18
6750,18760,353,4,592.37
6751,3485,41,4,1139.22
6752,12687,442,3,1137.64
6753,21494,277,3,1799.66
6754,18324,295,3,346.56
6755,17002,68,5,1012.12
6756,3792,340,1,541.76
6757,21290,85,3,1952.48
6758,18504,542,1,1259.68
6759,1431,326,3,52.91
6760,20611,19,4,1545.09
6761,11253,332,5,1774.38
6762,20974,64,2,590.01
6763,16094,324,3,1421.76
6764,379,687,2,1457.73
6765,15642,132,4,826.51
6766,2814,260,5,1612.51
6767,18066,118,4,985.98
6768,2020,751,3,216.81
6769,8324,651,4,1446.21
6770,11341,191,5,972.38
6771,7887,633,3,1464.3
6772,14560,157,4,905.15
6773,7717,691,2,1987.59
6774,8457,321,3,580.19
6775,13167,613,4,1049.77
6776,15103,730,5,662.34
6777,15578,493,1,1341.34
6778,1283,176,2,874.7
6779,14733,617,4,1349.44
6780,13781,173,4,1544.09
6781,5231,533,2,948.34
6782,19175,674,2,287.55
6783,5879,516,4,1440.5
6784,12463,747,4,1185.49
6785,14071,234,1,1881.21
6786,14276,231,4,1510.1
6787,1267,486,4,750.03
6788,4165,161,2,1781.68
6789,5715,284,1,1829.06
6790,19760,737,5,165.22
6791,527,135,2,1054.87
6792,8503,547,5,912.05
6793,10887,759,2,1903
6794,12762,292,2,1080.94
6795,4390,526,5,628.73
6796,4560,20,2,1028.05
6797,10629,367,5,1076.37
6798,9516,689,2,757.34
6799,13753,741,1,1505.99
6800,19524,736,3,721.28
6801,14214,221,2,619.34
6802,20400,66,1,416.11
6803,4691,228,3,835.91
6804,10928,33,4,69.74
6805,8073,646,2,565.64
6806,2818,676,1,1841.24
6807,9026,39,5,1332.79
6808,4929,445,3,1882.28
6809,11533,437,1,516.82
6810,9394,407,4,254.8
6811,17807,562,3,99.32
6812,1083,522,1,1535.99
6813,16714,411,4,1602.36
6814,20242,240,1,1104.3
6815,20416,171,4,1650.33
6816,2207,678,5,1168.63
6817,7264,387,5,1692.88
6818,15887,692,4,1599.8
6819,16140,57,3,203.62
6820,13394,120,3,1840.17
6821,17615,275,1,936.66
6822,13466,699,4,522.01
6823,21506,633,2,1684.99
6824,9205,256,3,645.74
6825,7504,198,3,476.58
6826,14181,236,1,146.9
6827,10447,322,3,821.6
6828,15918,484,2,1571.78
6829,14426,230,5,689.6
6830,3009,93,5,984.09
6831,13860,472,1,1079.17
6832,13917,155,1,1083.55
6833,6912,268,3,846.06
6834,10913,543,1,1748.18
6835,13710,158,5,945.29
6836,16144,253,3,1544.12
6837,14626,712,5,1104.06
6838,21112,405,3,864.14
6839,9379,37,1,1183.64
6840,16690,659,1,222.38
6841,16168,762,4,368.88
6842,14967,251,5,130.46
6843,10949,600,2,1784.59
6844,4567,684,2,1163.33
6845,1267,605,5,1091.86
6846,3786,318,4,785.76
6847,7503,89,5,1692.54
6848,9215,116,1,887.71
6849,4909,453,1,572.98
6850,2602,57,3,1222.06
6851,16126,52,1,750.03
6852,11413,536,5,1207.57
6853,4541,723,2,1200.04
6854,14997,483,4,235.7
6855,8457,449,1,103.81
6856,13753,58,2,320.88
6857,6064,510,2,1919.71
6858,14210,643,3,1389.02
6859,14332,460,5,1552.25
6860,3235,641,5,1197.99
6861,18028,745,4,654.46
6862,908,617,5,1607.53
6863,4017,724,1,974.98
6864,19467,751,3,1291.23
6865,984,32,4,1970.72
6866,12214,432,3,1004.71
6867,13482,233,5,1483.93
6868,20157,726,1,482.41
6869,11293,525,2,1821.53
6870,3437,532,4,1858.45
6871,4842,306,2,552.68
6872,17925,145,5,1460.34
6873,2979,764,4,696.31
6874,12413,478,1,1123.74
6875,19302,287,2,1663.75
6876,2770,582,4,192.65
6877,721,237,1,450.79
6878,1542,223,2,1303.67
6879,18546,720,4,831.87
6880,11828,570,5,789.85
6881,12551,243,2,775.43
6882,15389,558,2,587.2
6883,9350,458,5,1732.88
6884,2490,694,1,1982.28
6885,21215,360,5,573.46
6886,3719,160,4,362.49
6887,5173,24,2,232.54
6888,11840,285,1,508.45
6889,19038,19,3,790.96
6890,8756,651,4,1781.17
6891,2607,491,5,1394.56
6892,10560,451,5,1460.01
6893,16440,425,4,686.64
6894,6670,419,4,708.32
6895,3800,185,1,286.15
6896,2461,323,4,75.36
6897,462,42,4,1438.69
6898,15359,383,5,1832.55
6899,8313,383,3,235.79
6900,1097,300,4,1982.83
6901,4457,24,1,1844.32
6902,21466,485,2,1632.26
6903,2765,236,4,225.5
6904,21114,294,4,1116.27
6905,15225,728,1,1754.15
6906,13509,309,5,287.46
6907,9179,434,1,1524.68
6908,11628,49,2,492.96
6909,1082,337,3,1662.81
6910,7332,576,3,884.4
6911,6360,21,4,148.71
6912,16265,176,1,1089.46
6913,9675,567,5,1112.48
6914,4843,444,4,1257.42
6915,20239,170,5,885.5
6916,8739,567,3,97.57
6917,5680,663,4,763.73
6918,15572,654,2,161.75
6919,8684,497,4,1488.85
6920,4645,563,4,172.02
6921,20968,29,4,1079.26
6922,18854,365,2,1262.91
6923,21296,80,5,690.51
6924,11379,57,5,368.57
6925,11150,719,3,1055.84
6926,14988,579,4,1613.49
6927,9546,313,4,120.52
6928,12031,222,3,1832.43
6929,5363,718,3,1694.65
6930,16751,623,3,1530.05
6931,5027,162,5,1472.5
6932,11559,292,2,1326.23
6933,9513,704,3,1490.94
6934,10430,110,1,195.19
6935,5565,376,3,784.66
6936,503,349,4,1654.56
6937,18745,249,3,906.74
6938,12663,666,3,1314.64
6939,8268,508,4,1702.35
6940,14249,18,2,478.88
6941,6705,672,4,813.08
6942,21500,144,4,725.45
6943,13943,423,4,1497.63
6944,11968,193,3,1948.03
6945,10055,248,1,654.26
6946,1211,94,4,49.42
6947,988,46,2,282.2
6948,16652,487,2,606.19
6949,18998,242,3,1962.56
6950,2036,435,3,1302.74
6951,18215,160,1,402.45
6952,10346,555,2,1461.79
6953,17234,510,3,172.24
6954,12331,229,5,1759.71
6955,10441,154,3,1858.68
6956,12739,643,2,373.98
6957,17134,149,1,1852.69
6958,726,525,1,642.5
6959,11246,127,3,1465.85
6960,10952,465,1,1682.26
6961,9338,98,5,367.19
6962,13162,466,2,1454.48
6963,2899,458,1,1451.33
6964,18468,325,4,1513
6965,20748,562,3,1567.32
6966,3490,652,1,517.04
6967,4803,383,2,1131.18
6968,10131,465,1,377.97
6969,13169,550,4,754.54
6970,3035,222,4,1181.54
6971,3826,340,3,141.64
6972,11888,566,3,1843.19
6973,15664,681,1,907.96
6974,1317,283,4,974.25
6975,18121,721,3,1171.21
6976,3433,472,2,1010.55
6977,16013,553,4,1718.37
6978,10598,298,2,1120.37
6979,3471,114,2,1583.6
6980,3930,531,1,400.9
6981,17860,702,1,1529.05
6982,15025,17,2,1738.78
6983,2694,106,5,271.52
6984,8105,695,3,313.36
6985,3879,263,5,535.03
6986,15759,295,4,888.09
6987,20797,487,1,1375.17
6988,2778,545,1,942.59
6989,8564,417,2,1419.09
6990,11533,496,1,1323.44
6991,15189,617,1,1091.1
6992,13586,36,3,1646.71
6993,12226,377,2,1601.4
6994,8301,62,4,1113.72
6995,12496,390,4,778.04
6996,3943,292,1,47.51
6997,8391,737,3,887.14
6998,20100,403,4,1361
6999,21152,534,3,566.03
7000,381,662,4,650.71
7001,4386,166,1,221.29
7002,1847,759,4,75.53
7003,10621,417,4,1497.36
7004,14985,411,2,981.2
7005,110,57,5,1676.95
7006,4343,235,1,589.35
7007,21447,152,1,1778.82
7008,6332,29,4,1819.86
7009,7912,67,2,944.74
7010,20444,161,3,611.88
7011,3971,325,1,799.85
7012,9822,113,3,506.41
7013,1928,654,5,1828.69
7014,3926,196,1,1213.63
7015,4589,506,4,558.67
7016,13418,694,5,979.93
7017,2313,8,5,582.85
7018,7536,174,3,770.49
7019,14681,234,1,1297.21
7020,14653,286,2,1561.18
7021,17037,606,5,906.86
7022,14340,287,5,972.86
7023,18367,665,2,232.25
7024,192,192,5,262.69
7025,17436,503,3,378.54
7026,21188,201,2,1106.05
7027,16592,326,5,1669.2
7028,12747,221,2,969.01
7029,14087,59,5,959.51
7030,18207,612,4,1694.03
7031,12608,406,4,1618.81
7032,15133,215,3,1613.19
7033,16908,751,2,1286.26
7034,13850,365,5,1204.54
7035,5625,399,3,217.69
7036,20825,621,4,1199.02
7037,19374,276,5,53.77
7038,66,589,1,1307.7
7039,9494,468,5,1208.08
7040,7532,129,5,398.91
7041,4989,484,5,330.78
7042,2276,630,3,1123.14
7043,1120,28,4,890.63
7044,17497,350,2,20.46
7045,3422,174,1,1105.67
7046,20722,79,2,372.3
7047,19317,709,2,615.53
7048,15137,468,3,1588.92
7049,14589,545,1,1757.66
7050,14728,163,4,1344.28
7051,17666,314,5,1853.65
7052,3661,196,2,1870.13
7053,4540,197,4,895.18
7054,21240,30,3,1545.49
7055,1219,605,1,1316.99
7056,20005,341,4,1493.74
7057,2065,543,4,302.99
7058,7336,471,3,1192.36
7059,8456,269,4,812.19
7060,4697,548,4,916.78
7061,4500,736,1,749.59
7062,17289,119,3,529.33
7063,17355,458,1,1082.35
7064,21062,273,3,644.26
7065,2818,551,5,115.61
7066,5165,602,1,1331.69
7067,12945,102,3,242.63
7068,3134,399,5,675.54
7069,12892,624,2,754.79
7070,15045,460,5,97.27
7071,4953,703,3,1090.86
7072,16378,760,5,122.48
7073,12464,24,5,1390.43
7074,12172,338,1,80.84
7075,19550,651,4,1749.32
7076,4363,668,2,1173.34
7077,4215,245,4,255.01
7078,13682,630,5,905.18
7079,12210,562,4,352.32
7080,6991,609,4,1341.93
7081,9753,551,1,1603.12
7082,14702,330,4,859.64
7083,6619,381,4,1767.42
7084,10057,57,2,1781.58
7085,17123,477,5,760.16
7086,12504,200,5,104.81
7087,1791,156,2,909.66
7088,2824,1,1,1245.19
7089,9188,718,5,470.92
7090,4550,307,5,1311.99
7091,11032,161,1,1403.93
7092,20697,739,1,733.41
7093,8186,428,1,372.39
7094,16227,160,3,304.14
7095,16272,77,2,1870.43
7096,15288,205,4,1769.78
7097,17262,345,3,1578.06
7098,4162,413,5,1275.4
7099,7896,501,2,1919.24
7100,17586,639,3,271.5
7101,19270,723,5,199.01
7102,5083,661,5,797.46
7103,12714,171,3,501.7
7104,6885,12,5,60.41
7105,15849,156,2,1375.39
7106,2006,64,2,1207.7
7107,4663,639,5,1797.58
7108,10707,575,5,1161.78
7109,15980,491,1,1717.4
7110,15034,250,3,865.01
7111,9517,594,2,210.62
7112,11297,628,4,1067.33
7113,17724,33,3,331.77
7114,9830,696,4,1338.06
7115,1313,551,5,1303.84
7116,11923,28,2,1343.11
7117,3143,396,5,498.47
7118,6469,527,5,783.07
7119,11861,233,3,594.58
7120,1824,539,5,382.24
7121,9404,708,2,946.01
7122,10419,28,5,1138.97
7123,1881,376,2,845.43
7124,15327,699,2,483.19
7125,6507,263,2,102.91
7126,14402,477,2,100.81
7127,14080,409,2,833.62
7128,17391,444,5,1843.46
7129,5382,133,1,758.81
7130,7943,226,1,573.4
7131,7442,472,1,1811.44
7132,16520,595,4,1827.24
7133,12730,342,4,42.92
7134,8822,139,5,576.5
7135,3445,737,2,607.28
7136,20960,598,5,1989.44
7137,9685,5,4,1068.77
7138,1985,10,3,485.21
7139,7162,129,3,44.06
7140,12846,281,1,1070.84
7141,900,376,4,1886.69
7142,17913,442,2,1355.68
7143,5927,509,1,1015.37
7144,12606,505,5,211.41
7145,10498,433,1,655.29
7146,14322,720,2,1832.79
7147,15968,753,3,157.01
7148,16031,467,5,1416.19
7149,6366,268,1,701.07
7150,16886,416,4,358.22
7151,4396,340,1,43.63
7152,9005,573,2,819.22
7153,10492,551,5,1438.87
7154,15867,60,3,436.85
7155,14286,118,4,1507.98
7156,9584,752,3,323.77
7157,4097,186,2,496.98
7158,10503,641,4,1047.56
7159,2165,233,4,175.91
7160,4318,230,5,1231.09
7161,20647,194,2,541.83
7162,3680,350,4,898.55
7163,20054,202,4,1470.73
7164,14973,604,1,472.67
7165,17013,198,4,637.65
7166,12709,741,5,1417.68
7167,14587,673,2,907.11
7168,5577,624,5,1992.36
7169,17509,371,1,683.07
7170,12227,59,1,625.1
7171,21147,172,1,231.52
7172,3942,663,4,41.51
7173,4571,579,1,1250.1
7174,5359,22,1,135.94
7175,8989,679,2,516.25
7176,18391,697,4,1032.82
7177,2379,400,5,1128.32
7178,10045,290,4,1778.7
7179,7220,666,5,1108.23
7180,19309,446,4,1297.4
7181,10813,252,1,798.61
7182,565,343,3,1747.96
7183,4090,539,3,1800.55
7184,10494,166,5,121.96
7185,16019,150,3,838.29
7186,3840,704,4,1609.08
7187,5071,490,4,581.83
7188,4700,344,5,982.92
7189,8922,231,3,282.59
7190,12301,732,5,1885.48
7191,5837,425,4,828.07
7192,3072,1,3,1801.78
7193,17120,76,5,669.19
7194,13415,360,3,1427.65
7195,4458,364,3,1857.94
7196,3096,308,4,265.58
7197,13645,273,1,1210.54
7198,10541,33,2,1412.44
7199,19420,234,5,632.07
7200,292,475,1,1477.98
7201,14701,187,3,1141.16
7202,5648,549,3,912.05
7203,17352,636,1,1829.98
7204,5065,760,3,172.7
7205,5039,361,4,1378.62
7206,7009,469,2,1248.3
7207,4858,202,2,1780.28
7208,17203,384,3,1104.65
7209,4420,565,3,841.68
7210,5626,501,4,825.5
7211,9019,679,1,235.49
7212,9260,440,2,851.6
7213,2358,717,1,1859.41
7214,9024,212,2,422.14
7215,9650,417,5,1864.3
7216,2972,195,2,673.23
7217,19923,439,4,420.18
7218,1735,256,3,1928.06
7219,16406,623,5,70.71
7220,9930,22,5,1793.78
7221,7731,700,3,243.98
7222,12762,308,1,1542.93
7223,186,322,1,1766.24
7224,16246,390,1,1708.18
7225,10091,637,5,1069.5
7226,10279,501,2,1922.33
7227,9006,35,1,1705.71
7228,6075,751,4,1824.62
7229,14706,549,5,193.69
7230,5130,258,1,326.77
7231,10162,758,5,1575.69
7232,10414,462,1,894.54
7233,4601,102,4,578.84
7234,13504,529,5,150.21
7235,19236,553,4,943.36
7236,15195,635,3,356.95
7237,10194,196,5,90.11
7238,4508,677,1,845.94
7239,18536,278,4,862.37
7240,6484,661,2,1189.19
7241,21320,601,5,1320.8
7242,3290,430,4,642.62
7243,18148,6,1,500.7
7244,16895,611,3,1619.82
7245,8016,636,4,1718.84
7246,815,162,3,1674.22
7247,8200,393,2,1880.85
7248,12817,274,4,452.42
7249,416,199,5,607.92
7250,17984,429,4,1276.36
7251,21267,610,3,86.77
7252,10409,240,4,1976.48
7253,6758,387,3,1095.78
7254,10192,117,2,590.58
7255,5746,80,2,1472.63
7256,16384,689,4,946.04
7257,1236,44,5,1707.3
7258,16951,488,4,90.47
7259,8680,96,5,1920.49
7260,5759,54,3,833.19
7261,284,690,3,1954.01
7262,6262,285,2,1705.53
7263,3272,617,2,1864.92
7264,7006,402,5,470.49
7265,20362,650,1,1674.45
7266,4325,371,3,1624.08
7267,13541,485,2,1034.1
7268,8286,570,3,190.83
7269,807,760,5,1013.74
7270,14773,210,3,1984.42
7271,13700,637,1,1990.21
7272,5091,657,5,1325.78
7273,8030,463,5,1975.29
7274,21242,211,4,357.58
7275,2989,272,2,718.78
7276,6208,368,2,874.97
7277,10091,599,2,1260.17
7278,6813,433,1,1624.49
7279,2841,466,5,428.3
7280,10015,60,3,952.47
7281,1828,389,3,505.21
7282,9985,507,4,291.79
7283,18516,20,4,663.42
7284,8920,194,4,1571.38
7285,5792,137,4,419.12
7286,3481,629,4,1098.37
7287,5883,47,4,946.87
7288,19353,599,5,1721.47
7289,1127,215,2,1957.69
7290,15757,66,5,39.23
7291,1857,166,3,193.1
7292,9265,296,2,653.89
7293,18584,191,5,1944.03
7294,18376,740,4,398.83
7295,3174,535,1,1466.54
7296,10941,366,2,1898.56
7297,18507,543,3,105.15
7298,10022,165,2,1330.66
7299,15846,524,3,413.66
7300,7335,466,1,179.78
7301,15881,642,1,587.82
7302,7144,132,1,1964.2
7303,6647,114,4,478.64
7304,17471,16,2,969.09
7305,15884,689,4,1726.65
7306,3621,36,4,132.3
7307,5967,156,5,583.88
7308,11741,445,3,1173.34
7309,48,626,4,1058.87
7310,4530,377,3,1359.34
7311,10654,549,4,670.37
7312,18313,144,2,86.1
7313,14893,509,5,1419.77
7314,13456,752,3,315.82
7315,15072,128,5,1549.75
7316,14298,192,2,611.62
7317,17091,739,2,1467.21
7318,5700,77,2,1207.2
7319,9632,493,3,1252.97
7320,8447,117,2,404.96
7321,6271,703,1,1203.68
7322,15133,151,1,961.22
7323,3889,520,5,407.6
7324,14231,91,2,841.42
7325,20292,21,3,1150.16
7326,8320,648,3,348.29
7327,14940,623,1,129.64
7328,1288,526,2,1686.65
7329,2132,144,3,144.91
7330,19442,153,5,1065.1
7331,8955,315,5,488.23
7332,11069,472,2,82.78
7333,12867,547,1,584.11
7334,2973,313,4,210.52
7335,7928,109,1,110.93
7336,9840,177,1,521.49
7337,6008,402,1,886.74
7338,2834,193,2,1524.77
7339,5038,175,4,680.12
7340,915,344,2,472.64
7341,12906,416,2,1149.3
7342,17991,169,1,1330.86
7343,19039,243,1,642.47
7344,10880,328,2,734.51
7345,14172,139,4,1901.88
7346,11059,578,2,1077.18
7347,1027,561,2,1680.65
7348,779,331,1,460.57
7349,2889,31,4,1697.5
7350,11489,729,1,1122.49
7351,5109,402,1,1235.05
7352,9216,539,5,1798.86
7353,2230,321,1,1600.62
7354,10695,276,4,332.77
7355,11057,547,1,1676.87
7356,11941,314,5,1224.88
7357,19413,636,4,219.72
7358,20671,50,3,195.92
7359,8482,37,2,1777.81
7360,2100,623,2,161.16
7361,19343,24,5,1304.14
7362,2232,298,2,902.29
7363,15870,552,3,1758.17
7364,2504,253,5,1572.84
7365,5344,609,5,1395.75
7366,11980,454,2,114.99
7367,5942,352,4,699.41
7368,17240,660,4,183.05
7369,14171,508,1,1422.44
7370,7176,395,3,133.34
7371,8554,361,2,978.3
7372,12308,636,4,457.28
7373,4155,252,1,910.09
7374,3759,191,2,1020.58
7375,16289,281,5,1966.68
7376,357,748,5,975.92
7377,8750,424,5,685.12
7378,10312,64,5,1815.29
7379,2441,148,1,1316.32
7380,17669,125,1,1188.91
7381,9124,383,3,1000.44
7382,6328,486,3,275.46
7383,5208,478,5,140.71
7384,9810,358,1,271.53
7385,1814,421,2,487.39
7386,292,68,4,1351.39
7387,2740,43,3,1882.91
7388,12162,179,4,1904.68
7389,20797,224,5,192.59
7390,14302,617,2,1166.53
7391,10917,524,1,146.36
7392,8031,238,3,1576.56
7393,4974,501,1,1414.13
7394,17776,8,2,1881.18
7395,9645,30,4,885.27
7396,20621,714,5,776.19
7397,1127,560,4,1908.18
7398,19099,390,3,370.46
7399,7825,302,1,487.71
7400,19111,388,2,788.89
7401,2356,46,3,1758.18
7402,10771,601,5,1632.46
7403,19414,218,5,1255.86
7404,8908,370,2,938.9
7405,3064,724,5,1993.37
7406,11971,650,5,1989.44
7407,3068,347,2,559.74
7408,13858,169,2,1824.52
7409,16326,375,3,793.17
7410,12595,389,3,421.83
7411,13379,46,4,1676.24
7412,11423,301,1,1018.81
7413,684,688,3,665.22
7414,10905,752,2,340.3
7415,19578,332,3,639.36
7416,20789,735,4,142.36
7417,13019,538,2,186.82
7418,6769,614,4,1277.21
7419,9114,562,2,224.42
7420,9298,501,3,1940.69
7421,15856,696,1,544.45
7422,8287,3,3,1329.29
7423,7808,418,3,1227.59
7424,8301,544,3,501.58
7425,19308,128,1,1748.63
7426,13469,136,3,396.26
7427,1953,157,4,1954.82
7428,13661,676,5,998.63
7429,16567,425,3,228.74
7430,6303,691,4,1786.37
7431,6109,199,3,601.71
7432,10644,223,1,90.67
7433,13467,160,2,1633.21
7434,16017,651,3,995.88
7435,13060,10,5,863.68
7436,16151,629,1,1538.21
7437,6143,355,2,236.57
7438,8991,489,5,363.82
7439,13065,358,2,1258.1
7440,19279,220,5,1020.69
7441,4668,714,3,971.44
7442,5587,299,5,724.41
7443,6967,715,1,230.42
7444,19113,678,5,1667.72
7445,15043,329,3,504.48
7446,5740,165,5,1094.98
7447,9923,61,2,1303.64
7448,21126,656,1,1586.5
7449,4044,459,1,1801.87
7450,3376,513,4,1364.28
7451,7179,34,3,1153.57
7452,5657,282,3,669.55
7453,454,753,1,1283.6
7454,20548,393,5,1540.77
7455,12583,424,5,1106.5
7456,9109,328,4,1779.84
7457,8873,564,5,1610.14
7458,11033,478,3,585.27
7459,16939,265,5,341.04
7460,1004,597,4,1703.55
7461,17557,44,2,1570.47
7462,5805,121,1,1476.65
7463,1244,566,5,747.92
7464,4379,134,3,1918.67
7465,5803,639,1,603
7466,643,463,1,1509.26
7467,21375,233,5,995.23
7468,19470,245,3,60.54
7469,20564,536,3,1683.6
7470,6913,549,4,1828.92
7471,17843,49,4,1059.82
7472,10520,318,3,730.69
7473,21270,723,2,1676.43
7474,9971,320,1,585.03
7475,8747,379,3,123.04
7476,10261,523,4,1446.25
7477,4265,135,3,697.55
7478,6222,459,1,1265.83
7479,10687,762,1,256.06
7480,17848,300,3,1259.24
7481,3430,222,5,1587.03
7482,10183,474,1,1302.95
7483,11836,52,5,1003.27
7484,18658,54,3,1329.23
7485,9559,579,3,453.98
7486,13160,267,2,1368.31
7487,654,598,1,595.16
7488,8265,111,2,468.51
7489,154,526,1,1583.79
7490,14424,564,1,1329.58
7491,11721,394,5,958.95
7492,8424,497,4,1574.11
7493,12876,316,1,86.59
7494,17056,160,3,650.98
7495,6713,489,1,1110.5
7496,19343,530,5,1332.19
7497,11191,523,3,1525.32
7498,2550,761,1,1564.96
7499,19757,131,4,612.59
7500,6220,183,1,494.49
7501,5769,426,2,442.74
7502,11031,538,2,653.24
7503,2817,17,3,319
7504,12594,214,1,968.09
7505,5685,293,1,1060.54
7506,20977,73,1,1998.86
7507,6750,471,5,1435.65
7508,9215,567,3,604.74
7509,15866,169,4,301.33
7510,18327,236,4,863.42
7511,19816,80,3,1103.78
7512,10154,343,4,722.63
7513,2171,104,5,1292.46
7514,12461,315,3,141.56
7515,12659,339,5,574.57
7516,15224,505,5,1907.99
7517,21536,139,2,27.7
7518,17522,39,5,1064.8
7519,10812,224,5,412.46
7520,18098,324,5,115.53
7521,5267,367,3,1810.59
7522,3960,142,5,757.14
7523,1350,414,2,1085.56
7524,11964,315,2,487.9
7525,4613,365,1,268.75
7526,10387,314,3,1955.08
7527,3027,262,1,1786.66
7528,13088,115,2,701.27
7529,9544,129,5,1412.93
7530,3766,223,4,1375.7
7531,18383,728,3,525.51
7532,3233,754,1,855.53
7533,11540,81,1,683.5
7534,18596,680,1,935.39
7535,4425,126,4,868.99
7536,1580,426,1,1590.08
7537,19855,97,4,492.19
7538,1329,154,4,1190.05
7539,4533,60,4,1738.03
7540,17038,687,2,1195.1
7541,5947,723,3,225.16
7542,12584,183,3,40.23
7543,7623,347,1,1760.39
7544,143,702,1,307.43
7545,12369,643,4,678.24
7546,5711,431,5,405.39
7547,8155,153,5,193.65
7548,15014,345,1,1297.05
7549,5109,25,5,1032.35
7550,21456,644,4,418.87
7551,3354,657,2,1723.53
7552,20385,11,4,580.86
7553,12527,640,4,1119.96
7554,21120,4,3,1324.74
7555,2673,757,1,1140.8
7556,192,514,4,1738.01
7557,4529,243,5,1780.59
7558,17036,442,3,645.63
7559,9420,311,4,1339.3
7560,16543,499,2,861.82
7561,18101,289,1,1378.17
7562,16691,210,5,1491.46
7563,18892,237,3,1544.63
7564,1347,477,2,306.42
7565,19290,142,5,1777.71
7566,18830,764,5,1986.38
7567,9130,150,4,1269.53
7568,11610,250,3,1962.26
7569,14463,182,5,102.7
7570,2915,580,2,362.03
